address,lat,lng,location_type
3401 Cosgrove Dr,43.0108729,-89.48927,ROOFTOP
3405 Cosgrove Dr,43.010698,-89.489273,ROOFTOP
3409 Cosgrove Dr,43.010522,-89.489276,ROOFTOP
3413 Cosgrove Dr,43.010346,-89.489279,ROOFTOP
3501 Cosgrove Dr,43.01017,-89.489275,ROOFTOP
3505 Cosgrove Dr,43.009995,-89.489285,ROOFTOP
3513 Cosgrove Dr,43.009644,-89.489291,ROOFTOP
3609 Cosgrove Dr,43.009117,-89.489299,ROOFTOP
3613 Cosgrove Dr,43.008942,-89.489302,ROOFTOP
3701 Cosgrove Dr,43.008766,-89.489305,ROOFTOP
3705 Cosgrove Dr,43.008592,-89.489309,ROOFTOP
3709 Cosgrove Dr,43.0084159,-89.489303,ROOFTOP
3713 Cosgrove Dr,43.008237,-89.489313,ROOFTOP
3801 Cosgrove Dr,43.008004,-89.489317,ROOFTOP
3802 Cosgrove Dr,43.007971,-89.489919,ROOFTOP
3805 Cosgrove Dr,43.0078249,-89.489321,ROOFTOP
3806 Cosgrove Dr,43.007791,-89.489921,ROOFTOP
3809 Cosgrove Dr,43.0076449,-89.489322,ROOFTOP
3810 Cosgrove Dr,43.007621,-89.489921,ROOFTOP
3814 Cosgrove Dr,43.007452,-89.489943,ROOFTOP
3817 Cosgrove Dr,43.007269,-89.489346,ROOFTOP
3818 Cosgrove Dr,43.007288,-89.490013,ROOFTOP
3821 Cosgrove Dr,43.007091,-89.489399,ROOFTOP
3829 Cosgrove Dr,43.0067809,-89.489677,ROOFTOP
3830 Cosgrove Dr,43.007002,-89.49025,ROOFTOP
3834 Cosgrove Dr,43.0068879,-89.490444,ROOFTOP
6501 Doral Cir,43.0076174,-89.4970871,ROOFTOP
6502 Doral Cir,43.0076134,-89.4967084,ROOFTOP
6505 Doral Cir,43.0078176,-89.497088,ROOFTOP
6509 Doral Cir,43.008016,-89.4970987,ROOFTOP
6510 Doral Cir,43.0079929,-89.4967097,ROOFTOP
6526 Doral Cir,43.0083784,-89.4972738,ROOFTOP
6530 Doral Cir,43.0083751,-89.4975394,ROOFTOP
6534 Doral Cir,43.0083709,-89.497754,ROOFTOP
6542 Doral Cir,43.0079705,-89.4978236,ROOFTOP
6546 Doral Cir,43.0077919,-89.4978075,ROOFTOP
6549 Doral Cir,43.007615,-89.497366,ROOFTOP
6550 Doral Cir,43.0076028,-89.49779,ROOFTOP
3205 Dorchester Way,43.014689,-89.487682,ROOFTOP
3248 Dorchester Way,43.014399,-89.488755,ROOFTOP
3256 Dorchester Way,43.014066,-89.488747,ROOFTOP
3264 Dorchester Way,43.013739,-89.488752,ROOFTOP
3401 Dorchester Way,43.011545,-89.488185,ROOFTOP
3402 Dorchester Way,43.011571,-89.488853,ROOFTOP
3405 Dorchester Way,43.011364,-89.4882049,ROOFTOP
3406 Dorchester Way,43.011391,-89.488851,ROOFTOP
3409 Dorchester Way,43.011193,-89.488208,ROOFTOP
3410 Dorchester Way,43.0112189,-89.488861,ROOFTOP
3413 Dorchester Way,43.011016,-89.48821,ROOFTOP
3414 Dorchester Way,43.011046,-89.488864,ROOFTOP
3417 Dorchester Way,43.010831,-89.488206,ROOFTOP
3418 Dorchester Way,43.0108729,-89.488867,ROOFTOP
3421 Dorchester Way,43.010656,-89.488216,ROOFTOP
3422 Dorchester Way,43.0107,-89.48887,ROOFTOP
3425 Dorchester Way,43.010489,-89.488218,ROOFTOP
3426 Dorchester Way,43.010527,-89.488873,ROOFTOP
3429 Dorchester Way,43.01032,-89.488221,ROOFTOP
3430 Dorchester Way,43.010354,-89.488876,ROOFTOP
3433 Dorchester Way,43.010147,-89.4882,ROOFTOP
3434 Dorchester Way,43.010182,-89.488871,ROOFTOP
3437 Dorchester Way,43.009981,-89.488178,ROOFTOP
3438 Dorchester Way,43.010013,-89.488881,ROOFTOP
3442 Dorchester Way,43.009841,-89.48887,ROOFTOP
3446 Dorchester Way,43.009669,-89.488837,ROOFTOP
3449 Dorchester Way,43.009768,-89.488165,ROOFTOP
3454 Dorchester Way,43.009285,-89.488309,ROOFTOP
3458 Dorchester Way,43.009262,-89.488046,ROOFTOP
3461 Dorchester Way,43.009752,-89.487853,ROOFTOP
3465 Dorchester Way,43.0097809,-89.487589,ROOFTOP
6302 Dylyn Dr,43.014739,-89.4936759,ROOFTOP
6305 Dylyn Dr,43.014517,-89.492891,ROOFTOP
6309 Dylyn Dr,43.014288,-89.493014,ROOFTOP
6310 Dylyn Dr,43.01455,-89.49364,ROOFTOP
6313 Dylyn Dr,43.0141,-89.493197,ROOFTOP
6314 Dylyn Dr,43.014411,-89.493814,ROOFTOP
6318 Dylyn Dr,43.0142529,-89.493989,ROOFTOP
6321 Dylyn Dr,43.013803,-89.493576,ROOFTOP
6401 Dylyn Dr,43.013628,-89.493788,ROOFTOP
6402 Dylyn Dr,43.013973,-89.494353,ROOFTOP
6405 Dylyn Dr,43.013485,-89.493961,ROOFTOP
6409 Dylyn Dr,43.013307,-89.494147,ROOFTOP
6422 Dylyn Dr,43.013665,-89.494985,ROOFTOP
6425 Dylyn Dr,43.013164,-89.495099,ROOFTOP
6430 Dylyn Dr,43.013663,-89.495523,ROOFTOP
6433 Dylyn Dr,43.013163,-89.495656,ROOFTOP
6434 Dylyn Dr,43.013667,-89.495801,ROOFTOP
6437 Dylyn Dr,43.013162,-89.495929,ROOFTOP
6438 Dylyn Dr,43.013673,-89.496075,ROOFTOP
6442 Dylyn Dr,43.013666,-89.496365,ROOFTOP
1 Hartford Ct,43.014785,-89.490506,ROOFTOP
6 Hartford Ct,43.015371,-89.490224,ROOFTOP
6301 Hartford Dr,43.014785,-89.491099,ROOFTOP
6309 Hartford Dr,43.014786,-89.491372,ROOFTOP
6313 Hartford Dr,43.01479,-89.491631,ROOFTOP
6314 Hartford Dr,43.015349,-89.4917679,ROOFTOP
6317 Hartford Dr,43.014798,-89.491892,ROOFTOP
6318 Hartford Dr,43.015356,-89.491987,ROOFTOP
6321 Hartford Dr,43.014804,-89.492152,ROOFTOP
6322 Hartford Dr,43.015358,-89.492208,ROOFTOP
6326 Hartford Dr,43.015358,-89.492428,ROOFTOP
6330 Hartford Dr,43.015358,-89.492651,ROOFTOP
6333 Hartford Dr,43.014814,-89.492694,ROOFTOP
6334 Hartford Dr,43.015355,-89.4928709,ROOFTOP
6337 Hartford Dr,43.014792,-89.493027,ROOFTOP
6338 Hartford Dr,43.015341,-89.49309,ROOFTOP
6342 Hartford Dr,43.0153,-89.493306,ROOFTOP
5909 High Tower Trl,43.015413,-89.485584,ROOFTOP
5921 High Tower Trl,43.0153899,-89.484899,ROOFTOP
5926 High Tower Trl,43.014945,-89.485117,ROOFTOP
6101 Jeffers Dr,43.013324,-89.485262,ROOFTOP
6105 Jeffers Dr,43.013204,-89.485546,ROOFTOP
6109 Jeffers Dr,43.013137,-89.485817,ROOFTOP
6110 Jeffers Dr,43.013642,-89.4862349,ROOFTOP
6113 Jeffers Dr,43.013142,-89.48607,ROOFTOP
6114 Jeffers Dr,43.01364,-89.486453,ROOFTOP
6118 Jeffers Dr,43.013641,-89.486684,ROOFTOP
6121 Jeffers Dr,43.013141,-89.486512,ROOFTOP
6125 Jeffers Dr,43.01314,-89.486732,ROOFTOP
6128 Jeffers Dr,43.013638,-89.487575,ROOFTOP
6129 Jeffers Dr,43.01314,-89.486953,ROOFTOP
6130 Jeffers Dr,43.013638,-89.487841,ROOFTOP
6135 Jeffers Dr,43.013138,-89.4876139,ROOFTOP
6141 Jeffers Dr,43.013135,-89.488148,ROOFTOP
6201 Jeffers Dr,43.013134,-89.488642,ROOFTOP
6205 Jeffers Dr,43.013135,-89.488881,ROOFTOP
6209 Jeffers Dr,43.013134,-89.489091,ROOFTOP
6210 Jeffers Dr,43.013571,-89.489232,ROOFTOP
6217 Jeffers Dr,43.013133,-89.48951,ROOFTOP
6221 Jeffers Dr,43.013133,-89.4897189,ROOFTOP
6226 Jeffers Dr,43.013639,-89.490266,ROOFTOP
6229 Jeffers Dr,43.013132,-89.490138,ROOFTOP
6233 Jeffers Dr,43.013132,-89.490347,ROOFTOP
6237 Jeffers Dr,43.013127,-89.490577,ROOFTOP
3102 Keswick Dr,43.015333,-89.496668,ROOFTOP
3114 Keswick Dr,43.014767,-89.496981,ROOFTOP
3117 Keswick Dr,43.014555,-89.496245,ROOFTOP
3118 Keswick Dr,43.014582,-89.496965,ROOFTOP
3125 Keswick Dr,43.014365,-89.496248,ROOFTOP
3126 Keswick Dr,43.014274,-89.496969,ROOFTOP
3129 Keswick Dr,43.014166,-89.49625,ROOFTOP
3401 Kingman Ln,43.011547,-89.487128,ROOFTOP
3402 Kingman Ln,43.011545,-89.487775,ROOFTOP
3405 Kingman Ln,43.011362,-89.487129,ROOFTOP
3406 Kingman Ln,43.011362,-89.487779,ROOFTOP
3409 Kingman Ln,43.011186,-89.487128,ROOFTOP
3410 Kingman Ln,43.0111909,-89.487781,ROOFTOP
3413 Kingman Ln,43.011009,-89.487115,ROOFTOP
3414 Kingman Ln,43.011014,-89.487781,ROOFTOP
3417 Kingman Ln,43.010834,-89.487111,ROOFTOP
3418 Kingman Ln,43.01083,-89.4877829,ROOFTOP
3422 Kingman Ln,43.010653,-89.487775,ROOFTOP
3426 Kingman Ln,43.010489,-89.487775,ROOFTOP
3429 Kingman Ln,43.010635,-89.48709,ROOFTOP
3430 Kingman Ln,43.010286,-89.48782,ROOFTOP
3434 Kingman Ln,43.010092,-89.487681,ROOFTOP
3438 Kingman Ln,43.010109,-89.487379,ROOFTOP
3442 Kingman Ln,43.0101579,-89.4871469,ROOFTOP
3446 Kingman Ln,43.0101749,-89.486908,ROOFTOP
5 Kresteller Cir,43.00699,-89.494725,ROOFTOP
9 Kresteller Cir,43.006822,-89.494581,ROOFTOP
14 Kresteller Cir,43.00704,-89.494061,ROOFTOP
17 Kresteller Cir,43.006607,-89.494117,ROOFTOP
21 Kresteller Cir,43.0065979,-89.493832,ROOFTOP
22 Kresteller Cir,43.00701,-89.4938109,ROOFTOP
25 Kresteller Cir,43.00664,-89.49355,ROOFTOP
26 Kresteller Cir,43.007076,-89.493583,ROOFTOP
29 Kresteller Cir,43.006696,-89.493287,ROOFTOP
37 Kresteller Cir,43.006791,-89.492787,ROOFTOP
41 Kresteller Cir,43.00696,-89.492575,ROOFTOP
1 Lynville Ct,43.014227,-89.491116,ROOFTOP
2 Lynville Ct,43.013715,-89.491136,ROOFTOP
9 Lynville Ct,43.014256,-89.4917059,ROOFTOP
14 Lynville Ct,43.013843,-89.492131,ROOFTOP
15 Lynville Ct,43.014159,-89.4921169,ROOFTOP
3217 Manchester Rd,43.014252,-89.490426,ROOFTOP
3221 Manchester Rd,43.013983,-89.490809,ROOFTOP
3317 Manchester Rd,43.011497,-89.490996,ROOFTOP
3321 Manchester Rd,43.011368,-89.49118,ROOFTOP
3501 Manchester Rd,43.010445,-89.492454,ROOFTOP
3502 Manchester Rd,43.010814,-89.492954,ROOFTOP
3506 Manchester Rd,43.010634,-89.493108,ROOFTOP
3510 Manchester Rd,43.0104309,-89.493188,ROOFTOP
3517 Manchester Rd,43.010252,-89.4925839,ROOFTOP
3522 Manchester Rd,43.010173,-89.493578,ROOFTOP
3534 Manchester Rd,43.009901,-89.493585,ROOFTOP
3546 Manchester Rd,43.009621,-89.493285,ROOFTOP
3614 Manchester Rd,43.009132,-89.493594,ROOFTOP
3702 Manchester Rd,43.008891,-89.493292,ROOFTOP
3706 Manchester Rd,43.008887,-89.493598,ROOFTOP
3718 Manchester Rd,43.008606,-89.493314,ROOFTOP
3725 Manchester Rd,43.008172,-89.492767,ROOFTOP
3726 Manchester Rd,43.008273,-89.493473,ROOFTOP
3802 Manchester Rd,43.008118,-89.49355,ROOFTOP
3805 Manchester Rd,43.007743,-89.493096,ROOFTOP
3806 Manchester Rd,43.007944,-89.493715,ROOFTOP
3809 Manchester Rd,43.00758,-89.493246,ROOFTOP
3817 Manchester Rd,43.007371,-89.493654,ROOFTOP
3822 Manchester Rd,43.00772,-89.494174,ROOFTOP
3826 Manchester Rd,43.007669,-89.494445,ROOFTOP
3902 Manchester Rd,43.007638,-89.494705,ROOFTOP
3914 Manchester Rd,43.007886,-89.495056,ROOFTOP
3918 Manchester Rd,43.007636,-89.495074,ROOFTOP
3301 Maricopa Way,43.011552,-89.486036,ROOFTOP
3302 Maricopa Way,43.011548,-89.486704,ROOFTOP
3305 Maricopa Way,43.0113709,-89.486046,ROOFTOP
3306 Maricopa Way,43.011366,-89.486701,ROOFTOP
3309 Maricopa Way,43.011202,-89.486045,ROOFTOP
3310 Maricopa Way,43.011196,-89.486699,ROOFTOP
3313 Maricopa Way,43.011036,-89.486032,ROOFTOP
3314 Maricopa Way,43.0110249,-89.48669,ROOFTOP
3317 Maricopa Way,43.010876,-89.485974,ROOFTOP
3318 Maricopa Way,43.010854,-89.486655,ROOFTOP
3321 Maricopa Way,43.010675,-89.485878,ROOFTOP
3325 Maricopa Way,43.010445,-89.4857959,ROOFTOP
3329 Maricopa Way,43.010256,-89.485884,ROOFTOP
3330 Maricopa Way,43.010672,-89.486638,ROOFTOP
3333 Maricopa Way,43.0102369,-89.486213,ROOFTOP
3337 Maricopa Way,43.01023,-89.486446,ROOFTOP
3341 Maricopa Way,43.0102059,-89.486676,ROOFTOP
1 Payson Ct,43.009335,-89.487706,ROOFTOP
2 Payson Ct,43.0093084,-89.4873929,RANGE_INTERPOLATED
5 Payson Ct,43.009135,-89.487688,ROOFTOP
6 Payson Ct,43.009191,-89.487045,ROOFTOP
9 Payson Ct,43.008925,-89.4877209,ROOFTOP
13 Payson Ct,43.008683,-89.487669,ROOFTOP
17 Payson Ct,43.008655,-89.487313,ROOFTOP
2 Phoenix Ct,43.007943,-89.491978,ROOFTOP
6 Phoenix Ct,43.007737,-89.492043,ROOFTOP
9 Phoenix Ct,43.007839,-89.4924489,ROOFTOP
10 Phoenix Ct,43.00757,-89.492413,ROOFTOP
14 Phoenix Ct,43.007399,-89.492319,ROOFTOP
15 Phoenix Ct,43.007588,-89.492616,ROOFTOP
6402 Pizarro Cir,43.0076139,-89.49535,ROOFTOP
6406 Pizarro Cir,43.007807,-89.4953427,ROOFTOP
6409 Pizarro Cir,43.0080127,-89.4957389,ROOFTOP
6410 Pizarro Cir,43.0079886,-89.4953362,ROOFTOP
6414 Pizarro Cir,43.0081716,-89.4953351,ROOFTOP
6418 Pizarro Cir,43.008373,-89.495374,ROOFTOP
6438 Pizarro Cir,43.0081858,-89.4964204,ROOFTOP
6441 Pizarro Cir,43.0080152,-89.4960335,ROOFTOP
6445 Pizarro Cir,43.0078177,-89.4960422,ROOFTOP
6446 Pizarro Cir,43.0078076,-89.4964192,ROOFTOP
6449 Pizarro Cir,43.0076177,-89.4960405,ROOFTOP
6450 Pizarro Cir,43.0076126,-89.4964186,ROOFTOP
1 Prescott Cir,43.009506,-89.488834,ROOFTOP
5 Prescott Cir,43.009332,-89.488893,ROOFTOP
9 Prescott Cir,43.00915,-89.488905,ROOFTOP
10 Prescott Cir,43.009034,-89.48815,ROOFTOP
13 Prescott Cir,43.008964,-89.488918,ROOFTOP
14 Prescott Cir,43.0087959,-89.488088,ROOFTOP
17 Prescott Cir,43.008714,-89.488917,ROOFTOP
18 Prescott Cir,43.008637,-89.488259,ROOFTOP
21 Prescott Cir,43.008632,-89.488626,ROOFTOP
6001 Roseberg Rd,43.014961,-89.484409,ROOFTOP
6006 Roseberg Rd,43.014791,-89.485022,ROOFTOP
6009 Roseberg Rd,43.014613,-89.484406,ROOFTOP
6013 Roseberg Rd,43.0144499,-89.484497,ROOFTOP
6014 Roseberg Rd,43.014635,-89.485107,ROOFTOP
6017 Roseberg Rd,43.01431,-89.4846419,ROOFTOP
6101 Roseberg Rd,43.013979,-89.486099,ROOFTOP
6105 Roseberg Rd,43.013985,-89.486353,ROOFTOP
6109 Roseberg Rd,43.013984,-89.486562,ROOFTOP
6113 Roseberg Rd,43.013984,-89.48677,ROOFTOP
6114 Roseberg Rd,43.014484,-89.486957,ROOFTOP
6117 Roseberg Rd,43.013983,-89.486979,ROOFTOP
6118 Roseberg Rd,43.014483,-89.487204,ROOFTOP
6119 Roseberg Rd,43.013983,-89.487188,ROOFTOP
6121 Roseberg Rd,43.013982,-89.487397,ROOFTOP
6122 Roseberg Rd,43.014443,-89.487492,ROOFTOP
6123 Roseberg Rd,43.0139799,-89.487598,ROOFTOP
1 Rudi Cir,43.012103,-89.494974,ROOFTOP
2 Rudi Cir,43.0118099,-89.494594,ROOFTOP
5 Rudi Cir,43.011985,-89.495296,ROOFTOP
6 Rudi Cir,43.01166,-89.494854,ROOFTOP
10 Rudi Cir,43.011529,-89.495031,ROOFTOP
14 Rudi Cir,43.011373,-89.495274,ROOFTOP
6202 Sandsnes Ln,43.0097949,-89.489838,ROOFTOP
6209 Sandsnes Ln,43.009354,-89.49034,ROOFTOP
6210 Sandsnes Ln,43.009793,-89.4903269,ROOFTOP
6222 Sandsnes Ln,43.009792,-89.491034,ROOFTOP
6229 Sandsnes Ln,43.009352,-89.49151,ROOFTOP
6230 Sandsnes Ln,43.009792,-89.491505,ROOFTOP
6234 Sandsnes Ln,43.009792,-89.4917399,ROOFTOP
6238 Sandsnes Ln,43.009791,-89.4919759,ROOFTOP
6242 Sandsnes Ln,43.009791,-89.492211,ROOFTOP
6245 Sandsnes Ln,43.009352,-89.492459,ROOFTOP
6250 Sandsnes Ln,43.009793,-89.492697,ROOFTOP
6013 Sandstone Dr,43.011445,-89.484258,ROOFTOP
6014 Sandstone Dr,43.011963,-89.484239,ROOFTOP
6017 Sandstone Dr,43.01143,-89.484504,ROOFTOP
6018 Sandstone Dr,43.011954,-89.4844789,ROOFTOP
6021 Sandstone Dr,43.011415,-89.48475,ROOFTOP
6022 Sandstone Dr,43.011925,-89.484737,ROOFTOP
6025 Sandstone Dr,43.011396,-89.485022,ROOFTOP
6102 Sandstone Dr,43.011972,-89.48524,ROOFTOP
6106 Sandstone Dr,43.011978,-89.485514,ROOFTOP
6110 Sandstone Dr,43.01197,-89.485756,ROOFTOP
6114 Sandstone Dr,43.011969,-89.485992,ROOFTOP
6118 Sandstone Dr,43.011968,-89.486233,ROOFTOP
6122 Sandstone Dr,43.011967,-89.48647,ROOFTOP
6126 Sandstone Dr,43.011967,-89.486717,ROOFTOP
6130 Sandstone Dr,43.011967,-89.486957,ROOFTOP
6134 Sandstone Dr,43.0119649,-89.487189,ROOFTOP
6138 Sandstone Dr,43.011966,-89.487437,ROOFTOP
6142 Sandstone Dr,43.0119649,-89.487678,ROOFTOP
6146 Sandstone Dr,43.0119238,-89.4879502,ROOFTOP
6150 Sandstone Dr,43.011964,-89.488173,ROOFTOP
6202 Sandstone Dr,43.011969,-89.488675,ROOFTOP
6204 Sandstone Dr,43.0119789,-89.488937,ROOFTOP
6210 Sandstone Dr,43.011981,-89.48941,ROOFTOP
6214 Sandstone Dr,43.011981,-89.489638,ROOFTOP
6218 Sandstone Dr,43.01198,-89.489866,ROOFTOP
6221 Sandstone Dr,43.011529,-89.490045,ROOFTOP
6225 Sandstone Dr,43.011525,-89.49029,ROOFTOP
6226 Sandstone Dr,43.011981,-89.490328,ROOFTOP
6230 Sandstone Dr,43.012004,-89.490616,ROOFTOP
6233 Sandstone Dr,43.01166,-89.490825,ROOFTOP
5 Tamarron Ct,43.013779,-89.489229,ROOFTOP
6 Tamarron Ct,43.0137969,-89.489939,ROOFTOP
9 Tamarron Ct,43.0140079,-89.489172,ROOFTOP
14 Tamarron Ct,43.014256,-89.489808,ROOFTOP
6101 Thornebury Dr,43.012307,-89.485159,ROOFTOP
6102 Thornebury Dr,43.0127907,-89.4851768,ROOFTOP
6106 Thornebury Dr,43.012868,-89.485394,ROOFTOP
6109 Thornebury Dr,43.012306,-89.485603,ROOFTOP
6110 Thornebury Dr,43.012835,-89.4855989,ROOFTOP
6121 Thornebury Dr,43.012305,-89.486243,ROOFTOP
6125 Thornebury Dr,43.0123318,-89.4864696,ROOFTOP
6126 Thornebury Dr,43.012811,-89.486458,ROOFTOP
6130 Thornebury Dr,43.012811,-89.486669,ROOFTOP
6133 Thornebury Dr,43.012303,-89.486881,ROOFTOP
6141 Thornebury Dr,43.012302,-89.487308,ROOFTOP
6145 Thornebury Dr,43.012301,-89.487521,ROOFTOP
6146 Thornebury Dr,43.012809,-89.487514,ROOFTOP
6149 Thornebury Dr,43.0123,-89.487734,ROOFTOP
6150 Thornebury Dr,43.012808,-89.487725,ROOFTOP
6154 Thornebury Dr,43.012808,-89.487937,ROOFTOP
6157 Thornebury Dr,43.012298,-89.48818,ROOFTOP
6158 Thornebury Dr,43.012806,-89.488164,ROOFTOP
6201 Thornebury Dr,43.012298,-89.488657,ROOFTOP
6202 Thornebury Dr,43.012808,-89.48865,ROOFTOP
6206 Thornebury Dr,43.012806,-89.48888,ROOFTOP
6210 Thornebury Dr,43.012805,-89.489089,ROOFTOP
6214 Thornebury Dr,43.012805,-89.489299,ROOFTOP
6218 Thornebury Dr,43.012804,-89.489508,ROOFTOP
6221 Thornebury Dr,43.012296,-89.48973,ROOFTOP
6222 Thornebury Dr,43.012804,-89.489717,ROOFTOP
6226 Thornebury Dr,43.012803,-89.489927,ROOFTOP
6234 Thornebury Dr,43.012802,-89.490346,ROOFTOP
6237 Thornebury Dr,43.012286,-89.490606,ROOFTOP
6202 Tiller Trl,43.008369,-89.489849,ROOFTOP
6206 Tiller Trl,43.008368,-89.4901019,ROOFTOP
6210 Tiller Trl,43.008368,-89.49033,ROOFTOP
6214 Tiller Trl,43.008368,-89.4905579,ROOFTOP
6218 Tiller Trl,43.008368,-89.490786,ROOFTOP
6221 Tiller Trl,43.007921,-89.491093,ROOFTOP
6222 Tiller Trl,43.008367,-89.491014,ROOFTOP
6226 Tiller Trl,43.008367,-89.491242,ROOFTOP
6230 Tiller Trl,43.008367,-89.49147,ROOFTOP
6233 Tiller Trl,43.007927,-89.491696,ROOFTOP
6234 Tiller Trl,43.008367,-89.491698,ROOFTOP
6238 Tiller Trl,43.008365,-89.491919,ROOFTOP
6249 Tiller Trl,43.007742,-89.492832,ROOFTOP
6401 Toribrooke Ln,43.014851,-89.493921,ROOFTOP
6402 Toribrooke Ln,43.0153,-89.493515,ROOFTOP
6406 Toribrooke Ln,43.015341,-89.493737,ROOFTOP
6410 Toribrooke Ln,43.015352,-89.493955,ROOFTOP
6414 Toribrooke Ln,43.015352,-89.494172,ROOFTOP
6421 Toribrooke Ln,43.014822,-89.494467,ROOFTOP
6425 Toribrooke Ln,43.014822,-89.494726,ROOFTOP
6430 Toribrooke Ln,43.015349,-89.495107,ROOFTOP
6433 Toribrooke Ln,43.014821,-89.495246,ROOFTOP
6437 Toribrooke Ln,43.01482,-89.4955,ROOFTOP
6438 Toribrooke Ln,43.015348,-89.495563,ROOFTOP
6441 Toribrooke Ln,43.01482,-89.495754,ROOFTOP
6442 Toribrooke Ln,43.015346,-89.495771,ROOFTOP
6446 Toribrooke Ln,43.015354,-89.496005,ROOFTOP
9 Weir Cir,43.007638,-89.490882,ROOFTOP
10 Weir Cir,43.007592,-89.490305,ROOFTOP
18 Weir Cir,43.007248,-89.4905409,ROOFTOP
21 Weir Cir,43.007625,-89.491187,ROOFTOP
29 Weir Cir,43.007287,-89.491496,ROOFTOP
30 Weir Cir,43.00707,-89.49132,ROOFTOP
6201 Westin Dr,43.0100679,-89.489836,ROOFTOP
6202 Westin Dr,43.010508,-89.48982,ROOFTOP
6213 Westin Dr,43.010066,-89.490556,ROOFTOP
6214 Westin Dr,43.010506,-89.490539,ROOFTOP
6218 Westin Dr,43.010506,-89.490774,ROOFTOP
6221 Westin Dr,43.010067,-89.491034,ROOFTOP
6226 Westin Dr,43.010504,-89.491238,ROOFTOP
6230 Westin Dr,43.010505,-89.491482,ROOFTOP
6233 Westin Dr,43.010218,-89.491796,ROOFTOP
6241 Westin Dr,43.010192,-89.492248,ROOFTOP
6242 Westin Dr,43.010643,-89.491941,ROOFTOP
6246 Westin Dr,43.010782,-89.492121,ROOFTOP
6406 Westin Dr,43.012801,-89.49502,ROOFTOP
6410 Westin Dr,43.012823,-89.4953309,ROOFTOP
6414 Westin Dr,43.012824,-89.495589,ROOFTOP
6421 Westin Dr,43.012294,-89.495767,ROOFTOP
6429 Westin Dr,43.012293,-89.496,ROOFTOP
6437 Westin Dr,43.012293,-89.49624,ROOFTOP
6438 Westin Dr,43.012818,-89.496253,ROOFTOP
1 Wopat Ln,43.008393,-89.49455,ROOFTOP
2 Wopat Ln,43.0081119,-89.49449,ROOFTOP
5 Wopat Ln,43.008394,-89.494818,ROOFTOP
9 Wopat Ln,43.008381,-89.495087,ROOFTOP
505 Apollo Way,43.091582,-89.283306,ROOFTOP
509 Apollo Way,43.091405,-89.283311,ROOFTOP
513 Apollo Way,43.091252,-89.2831999,ROOFTOP
517 Apollo Way,43.09114,-89.2831796,ROOFTOP
525 Apollo Way,43.090912,-89.282663,ROOFTOP
529 Apollo Way,43.090809,-89.282493,ROOFTOP
533 Apollo Way,43.090705,-89.282325,ROOFTOP
541 Apollo Way,43.0901683,-89.2808186,ROOFTOP
545 Apollo Way,43.090357,-89.281739,ROOFTOP
549 Apollo Way,43.090338,-89.281473,ROOFTOP
553 Apollo Way,43.090348,-89.281234,ROOFTOP
561 Apollo Way,43.090357,-89.280765,ROOFTOP
562 Apollo Way,43.0898929,-89.280742,ROOFTOP
565 Apollo Way,43.090357,-89.280544,ROOFTOP
566 Apollo Way,43.089911,-89.280535,ROOFTOP
569 Apollo Way,43.090363,-89.2803239,ROOFTOP
570 Apollo Way,43.089911,-89.280315,ROOFTOP
577 Apollo Way,43.090369,-89.279855,ROOFTOP
578 Apollo Way,43.089909,-89.279844,ROOFTOP
581 Apollo Way,43.090369,-89.279635,ROOFTOP
582 Apollo Way,43.0900272,-89.2797064,ROOFTOP
585 Apollo Way,43.090374,-89.279414,ROOFTOP
586 Apollo Way,43.089891,-89.2797009,ROOFTOP
602 Apollo Way,43.089771,-89.2789279,ROOFTOP
606 Apollo Way,43.089636,-89.278764,ROOFTOP
610 Apollo Way,43.0897446,-89.2786219,ROOFTOP
614 Apollo Way,43.089427,-89.278533,ROOFTOP
618 Apollo Way,43.089323,-89.278418,ROOFTOP
622 Apollo Way,43.0893509,-89.2782285,ROOFTOP
705 Apollo Way,43.0887936,-89.2768969,ROOFTOP
706 Apollo Way,43.088441,-89.277419,ROOFTOP
709 Apollo Way,43.088716,-89.2768022,ROOFTOP
710 Apollo Way,43.08834,-89.277306,ROOFTOP
713 Apollo Way,43.0885584,-89.2768132,ROOFTOP
714 Apollo Way,43.088232,-89.277188,ROOFTOP
717 Apollo Way,43.0884796,-89.276726,ROOFTOP
718 Apollo Way,43.088136,-89.2770819,ROOFTOP
721 Apollo Way,43.088389,-89.276632,ROOFTOP
722 Apollo Way,43.088053,-89.276988,ROOFTOP
725 Apollo Way,43.0882193,-89.2768109,ROOFTOP
729 Apollo Way,43.0882432,-89.2764673,ROOFTOP
730 Apollo Way,43.087957,-89.276882,ROOFTOP
733 Apollo Way,43.0881643,-89.2763809,ROOFTOP
737 Apollo Way,43.08806,-89.276266,ROOFTOP
717 Callisto Dr,43.088014,-89.271982,ROOFTOP
727 Callisto Dr,43.087742,-89.271978,ROOFTOP
735 Callisto Dr,43.087461,-89.271973,ROOFTOP
801 Callisto Dr,43.0869969,-89.271966,ROOFTOP
802 Callisto Dr,43.086829,-89.272673,ROOFTOP
809 Callisto Dr,43.086713,-89.271951,ROOFTOP
810 Callisto Dr,43.086501,-89.272677,ROOFTOP
817 Callisto Dr,43.086461,-89.271959,ROOFTOP
818 Callisto Dr,43.0862539,-89.272685,ROOFTOP
