address,lat,lng,location_type
2110 Aspen Rd,43.0300719,-89.472483,ROOFTOP
2113 Aspen Rd,43.029868,-89.471641,ROOFTOP
2213 Aspen Rd,43.028958,-89.471175,ROOFTOP
2217 Aspen Rd,43.028717,-89.471101,ROOFTOP
2302 Aspen Rd,43.028516,-89.471822,ROOFTOP
2305 Aspen Rd,43.02826,-89.471084,ROOFTOP
2306 Aspen Rd,43.028283,-89.471824,ROOFTOP
2309 Aspen Rd,43.028041,-89.471095,ROOFTOP
2314 Aspen Rd,43.02784,-89.4718539,ROOFTOP
2006 Cameron Dr,43.031372,-89.483613,ROOFTOP
2010 Cameron Dr,43.031121,-89.483608,ROOFTOP
1 Celia Ct,43.027285,-89.468541,ROOFTOP
5 Celia Ct,43.027313,-89.468202,ROOFTOP
9 Celia Ct,43.027268,-89.467756,ROOFTOP
10 Celia Ct,43.028061,-89.4677789,ROOFTOP
15 Celia Ct,43.027449,-89.467471,ROOFTOP
5105 Denton Pl,43.030492,-89.467478,ROOFTOP
5111 Denton Pl,43.030465,-89.467851,ROOFTOP
5118 Denton Pl,43.031056,-89.468214,ROOFTOP
5202 Denton Pl,43.0310569,-89.468605,ROOFTOP
5205 Denton Pl,43.0304969,-89.469067,ROOFTOP
5212 Denton Pl,43.031082,-89.469415,ROOFTOP
5306 Denton Pl,43.031069,-89.470564,ROOFTOP
5309 Denton Pl,43.030587,-89.4711279,ROOFTOP
5409 Denton Pl,43.030605,-89.473035,ROOFTOP
5502 Denton Pl,43.031087,-89.473729,ROOFTOP
5506 Denton Pl,43.031089,-89.474113,ROOFTOP
5509 Denton Pl,43.03056,-89.474339,ROOFTOP
5514 Denton Pl,43.031081,-89.474889,ROOFTOP
2114 Gilbert Rd,43.029902,-89.473892,ROOFTOP
2121 Gilbert Rd,43.0295879,-89.472955,ROOFTOP
2206 Gilbert Rd,43.028927,-89.473426,ROOFTOP
2210 Gilbert Rd,43.028701,-89.473303,ROOFTOP
2301 Gilbert Rd,43.028671,-89.472455,ROOFTOP
2302 Gilbert Rd,43.028489,-89.473185,ROOFTOP
2306 Gilbert Rd,43.028292,-89.47315,ROOFTOP
2310 Gilbert Rd,43.028101,-89.473118,ROOFTOP
2110 Harley Dr,43.0304689,-89.466979,ROOFTOP
2302 Harley Dr,43.028911,-89.466905,ROOFTOP
2326 Harley Dr,43.027705,-89.46697,ROOFTOP
2330 Harley Dr,43.027518,-89.46697,ROOFTOP
2338 Harley Dr,43.0271649,-89.466989,ROOFTOP
1 Huegel Ct,43.025774,-89.485918,ROOFTOP
10 Huegel Ct,43.026485,-89.486395,ROOFTOP
5813 Idledale Cir,43.027836,-89.481471,ROOFTOP
2102 Iris Ln,43.030311,-89.478768,ROOFTOP
2114 Iris Ln,43.0297259,-89.478389,ROOFTOP
2117 Iris Ln,43.029731,-89.477573,ROOFTOP
2118 Iris Ln,43.029527,-89.478273,ROOFTOP
2122 Iris Ln,43.029328,-89.478161,ROOFTOP
2202 Jonquil Rd,43.028847,-89.487899,ROOFTOP
2206 Jonquil Rd,43.028644,-89.487905,ROOFTOP
2302 Jonquil Rd,43.027847,-89.487906,ROOFTOP
2306 Jonquil Rd,43.0276349,-89.487904,ROOFTOP
2402 Jonquil Rd,43.026977,-89.487902,ROOFTOP
2406 Jonquil Rd,43.02676,-89.487902,ROOFTOP
2414 Jonquil Rd,43.026326,-89.4879009,ROOFTOP
5201 Kroncke Dr,43.027298,-89.469225,ROOFTOP
5205 Kroncke Dr,43.02731,-89.469524,ROOFTOP
5209 Kroncke Dr,43.02732,-89.4698219,ROOFTOP
5301 Kroncke Dr,43.02734,-89.470421,ROOFTOP
5305 Kroncke Dr,43.027349,-89.470719,ROOFTOP
5409 Kroncke Dr,43.027401,-89.472215,ROOFTOP
5502 Kroncke Dr,43.027883,-89.473128,ROOFTOP
5505 Kroncke Dr,43.027441,-89.473363,ROOFTOP
5513 Kroncke Dr,43.027465,-89.473954,ROOFTOP
5605 Kroncke Dr,43.027487,-89.474558,ROOFTOP
5725 Kroncke Dr,43.027538,-89.4774429,ROOFTOP
5745 Kroncke Dr,43.027571,-89.478844,ROOFTOP
5714 Lanett Cir,43.028605,-89.476981,ROOFTOP
3 Leland Cir,43.029912,-89.479018,ROOFTOP
2101 Leland Dr,43.030608,-89.479387,ROOFTOP
2125 Leland Dr,43.029191,-89.479888,ROOFTOP
5909 Malabar Ln,43.028655,-89.48414,ROOFTOP
5910 Malabar Ln,43.029233,-89.484171,ROOFTOP
5914 Malabar Ln,43.029219,-89.484481,ROOFTOP
5929 Malabar Ln,43.028669,-89.485585,ROOFTOP
6009 Malabar Ln,43.028673,-89.486409,ROOFTOP
6010 Malabar Ln,43.029237,-89.486355,ROOFTOP
6022 Malabar Ln,43.029229,-89.487159,ROOFTOP
2101 Manor Green Dr,43.030522,-89.47483,ROOFTOP
2102 Manor Green Dr,43.030564,-89.475708,ROOFTOP
2114 Manor Green Dr,43.029821,-89.475361,ROOFTOP
2201 Manor Green Dr,43.0295599,-89.4743809,ROOFTOP
2202 Manor Green Dr,43.029342,-89.475105,ROOFTOP
2214 Manor Green Dr,43.028656,-89.474744,ROOFTOP
2301 Manor Green Dr,43.028643,-89.473878,ROOFTOP
2305 Manor Green Dr,43.028422,-89.473752,ROOFTOP
2308 Manor Green Dr,43.028218,-89.474492,ROOFTOP
5902 Mayhill Dr,43.028811,-89.482996,ROOFTOP
5909 Mayhill Dr,43.02817,-89.482702,ROOFTOP
5914 Mayhill Dr,43.0284819,-89.483374,ROOFTOP
5926 Mayhill Dr,43.02829,-89.483903,ROOFTOP
5934 Mayhill Dr,43.028284,-89.484476,ROOFTOP
5946 Mayhill Dr,43.028283,-89.4853119,ROOFTOP
5949 Mayhill Dr,43.027741,-89.485588,ROOFTOP
6005 Mayhill Dr,43.027744,-89.486133,ROOFTOP
6009 Mayhill Dr,43.027746,-89.486407,ROOFTOP
6017 Mayhill Dr,43.027747,-89.486945,ROOFTOP
6018 Mayhill Dr,43.028296,-89.486952,ROOFTOP
6021 Mayhill Dr,43.02775,-89.487228,ROOFTOP
6022 Mayhill Dr,43.028297,-89.487231,ROOFTOP
5602 Meadowood Dr,43.027155,-89.4746229,ROOFTOP
5702 Meadowood Dr,43.027158,-89.475515,ROOFTOP
5705 Meadowood Dr,43.026646,-89.475802,ROOFTOP
5706 Meadowood Dr,43.027153,-89.47578,ROOFTOP
5710 Meadowood Dr,43.027151,-89.476037,ROOFTOP
5730 Meadowood Dr,43.02718,-89.477365,ROOFTOP
5734 Meadowood Dr,43.027186,-89.4776289,ROOFTOP
5741 Meadowood Dr,43.026691,-89.478184,ROOFTOP
5745 Meadowood Dr,43.026697,-89.478449,ROOFTOP
5754 Meadowood Dr,43.027216,-89.478958,ROOFTOP
5761 Meadowood Dr,43.026721,-89.479512,ROOFTOP
5765 Meadowood Dr,43.0267259,-89.479778,ROOFTOP
5766 Meadowood Dr,43.027233,-89.479752,ROOFTOP
5770 Meadowood Dr,43.02724,-89.480034,ROOFTOP
5805 Meadowood Dr,43.026753,-89.480906,ROOFTOP
5806 Meadowood Dr,43.027247,-89.480836,ROOFTOP
5810 Meadowood Dr,43.0272549,-89.481109,ROOFTOP
5814 Meadowood Dr,43.027262,-89.481384,ROOFTOP
5818 Meadowood Dr,43.02728,-89.481668,ROOFTOP
5821 Meadowood Dr,43.026783,-89.482038,ROOFTOP
5901 Meadowood Dr,43.026812,-89.483163,ROOFTOP
5905 Meadowood Dr,43.02682,-89.483439,ROOFTOP
5913 Meadowood Dr,43.026831,-89.48399,ROOFTOP
5914 Meadowood Dr,43.027356,-89.48389,ROOFTOP
5917 Meadowood Dr,43.026832,-89.484259,ROOFTOP
5921 Meadowood Dr,43.026833,-89.484527,ROOFTOP
5922 Meadowood Dr,43.027356,-89.484476,ROOFTOP
5925 Meadowood Dr,43.026832,-89.484791,ROOFTOP
5926 Meadowood Dr,43.027357,-89.484759,ROOFTOP
5930 Meadowood Dr,43.027358,-89.485041,ROOFTOP
5934 Meadowood Dr,43.027356,-89.485315,ROOFTOP
5938 Meadowood Dr,43.02736,-89.48559,ROOFTOP
6002 Meadowood Dr,43.02736,-89.485862,ROOFTOP
6022 Meadowood Dr,43.027366,-89.487228,ROOFTOP
5930 Monticello Way,43.026291,-89.485034,ROOFTOP
5934 Monticello Way,43.026029,-89.485078,ROOFTOP
5941 Monticello Way,43.025186,-89.485231,ROOFTOP
5949 Monticello Way,43.025215,-89.485795,ROOFTOP
6005 Monticello Way,43.025543,-89.4868599,ROOFTOP
6013 Monticello Way,43.025694,-89.487366,ROOFTOP
6014 Monticello Way,43.026244,-89.487216,ROOFTOP
6109 Monticello Way,43.0258619,-89.488568,ROOFTOP
2009 Mulberry Ln,43.031201,-89.486514,ROOFTOP
2013 Mulberry Ln,43.03097,-89.486548,ROOFTOP
2017 Mulberry Ln,43.030732,-89.486585,ROOFTOP
2021 Mulberry Ln,43.030498,-89.486587,ROOFTOP
6101 Mulberry Cir,43.030714,-89.487234,ROOFTOP
6105 Mulberry Cir,43.030689,-89.487514,ROOFTOP
6109 Mulberry Cir,43.03067,-89.487941,ROOFTOP
6114 Mulberry Cir,43.030981,-89.4880699,ROOFTOP
2005 Prairie Rd,43.031384,-89.488453,ROOFTOP
2013 Prairie Rd,43.030972,-89.488459,ROOFTOP
2101 Prairie Rd,43.029749,-89.4884299,ROOFTOP
2305 Prairie Rd,43.0276349,-89.488433,ROOFTOP
2309 Prairie Rd,43.027418,-89.488431,ROOFTOP
2002 Rae Ln,43.031642,-89.484902,ROOFTOP
2013 Rae Ln,43.03095,-89.484441,ROOFTOP
2020 Rae Ln,43.031126,-89.485463,ROOFTOP
2021 Rae Ln,43.030706,-89.484978,ROOFTOP
2026 Rae Ln,43.031008,-89.485753,ROOFTOP
2030 Rae Ln,43.030806,-89.4859759,ROOFTOP
2037 Rae Ln,43.03026,-89.485259,ROOFTOP
2038 Rae Ln,43.030261,-89.486028,ROOFTOP
5205 Raymond Rd,43.031471,-89.468924,ROOFTOP
5209 Raymond Rd,43.031473,-89.469299,ROOFTOP
5301 Raymond Rd,43.03147,-89.470412,ROOFTOP
5305 Raymond Rd,43.031481,-89.470797,ROOFTOP
5401 Raymond Rd,43.031487,-89.471928,ROOFTOP
5513 Raymond Rd,43.031503,-89.474879,ROOFTOP
5613 Raymond Rd,43.031616,-89.476427,ROOFTOP
5813 Raymond Rd,43.03154,-89.480919,ROOFTOP
6009 Raymond Rd,43.031568,-89.485355,ROOFTOP
6013 Raymond Rd,43.031502,-89.485682,ROOFTOP
6109 Raymond Rd,43.031554,-89.4877999,ROOFTOP
5905 Riva Rd,43.029823,-89.483633,ROOFTOP
5909 Riva Rd,43.029732,-89.48393,ROOFTOP
5921 Riva Rd,43.029644,-89.485201,ROOFTOP
6001 Riva Rd,43.029646,-89.485836,ROOFTOP
6005 Riva Rd,43.029648,-89.4861559,ROOFTOP
6009 Riva Rd,43.029649,-89.486473,ROOFTOP
6013 Riva Rd,43.029647,-89.486787,ROOFTOP
6102 Riva Rd,43.030344,-89.48725,ROOFTOP
6109 Riva Rd,43.029634,-89.487705,ROOFTOP
6110 Riva Rd,43.030342,-89.487848,ROOFTOP
6113 Riva Rd,43.029634,-89.488017,ROOFTOP
6118 Riva Rd,43.030406,-89.488494,ROOFTOP
5101 Romay Ct,43.029848,-89.467437,ROOFTOP
5109 Romay Ct,43.0295429,-89.467916,ROOFTOP
2201 Tanager Trl,43.029454,-89.4833079,ROOFTOP
2205 Tanager Trl,43.02937,-89.483054,ROOFTOP
2217 Tanager Trl,43.029111,-89.48229,ROOFTOP
2301 Tanager Trl,43.029022,-89.482033,ROOFTOP
2310 Tanager Trl,43.028402,-89.481968,ROOFTOP
2314 Tanager Trl,43.028311,-89.481691,ROOFTOP
2318 Tanager Trl,43.028224,-89.481418,ROOFTOP
2319 Tanager Trl,43.028655,-89.481017,ROOFTOP
2322 Tanager Trl,43.028124,-89.481131,ROOFTOP
2323 Tanager Trl,43.028436,-89.480548,ROOFTOP
2326 Tanager Trl,43.027958,-89.480894,ROOFTOP
2330 Tanager Trl,43.027751,-89.480772,ROOFTOP
2014 Tawhee Dr,43.031047,-89.47022,ROOFTOP
2106 Tawhee Dr,43.030153,-89.46979,ROOFTOP
2110 Tawhee Dr,43.0299059,-89.469635,ROOFTOP
2114 Tawhee Dr,43.029683,-89.469509,ROOFTOP
2209 Tawhee Dr,43.029038,-89.468358,ROOFTOP
2302 Tawhee Dr,43.028422,-89.469279,ROOFTOP
2305 Tawhee Dr,43.028176,-89.468397,ROOFTOP
2306 Tawhee Dr,43.028201,-89.469287,ROOFTOP
2110 Teal Dr,43.030064,-89.471116,ROOFTOP
2213 Teal Dr,43.029321,-89.46992,ROOFTOP
2214 Teal Dr,43.029116,-89.470659,ROOFTOP
2218 Teal Dr,43.028912,-89.470592,ROOFTOP
2305 Teal Dr,43.0284369,-89.4698049,ROOFTOP
2306 Teal Dr,43.028461,-89.470553,ROOFTOP
2318 Teal Dr,43.027797,-89.47058,ROOFTOP
5 Thorn Ln,43.0288619,-89.467943,ROOFTOP
13 Thorn Ln,43.028774,-89.467319,ROOFTOP
5710 Thrush Ln,43.0293319,-89.477348,ROOFTOP
5717 Thrush Ln,43.028795,-89.477576,ROOFTOP
5721 Thrush Ln,43.028644,-89.47784,ROOFTOP
5736 Thrush Ln,43.028986,-89.478985,ROOFTOP
5737 Thrush Ln,43.0284819,-89.47904,ROOFTOP
5741 Thrush Ln,43.028494,-89.479363,ROOFTOP
5753 Thrush Ln,43.028759,-89.480281,ROOFTOP
5801 Thrush Ln,43.028968,-89.480769,ROOFTOP
5819 Thrush Ln,43.029456,-89.481972,ROOFTOP
5825 Thrush Ln,43.029644,-89.482513,ROOFTOP
5837 Thrush Ln,43.029988,-89.483364,ROOFTOP
2001 Westchester Rd,43.031549,-89.464709,ROOFTOP
2013 S Whitney Way,43.030935,-89.476416,ROOFTOP
2106 S Whitney Way,43.030505,-89.4773869,ROOFTOP
2111 S Whitney Way,43.030433,-89.476338,ROOFTOP
2118 S Whitney Way,43.029899,-89.477041,ROOFTOP
2125 S Whitney Way,43.029801,-89.475996,ROOFTOP
2201 S Whitney Way,43.029397,-89.475778,ROOFTOP
2206 S Whitney Way,43.028927,-89.476507,ROOFTOP
2210 S Whitney Way,43.028742,-89.476364,ROOFTOP
2213 S Whitney Way,43.028788,-89.475451,ROOFTOP
2218 S Whitney Way,43.0283749,-89.476165,ROOFTOP
2221 S Whitney Way,43.028386,-89.47523,ROOFTOP
2222 S Whitney Way,43.028173,-89.476059,ROOFTOP
4910 Altem Cir,43.037367,-89.461657,ROOFTOP
4913 Altem Cir,43.036882,-89.462081,ROOFTOP
1406 Annen Ln,43.037667,-89.463389,ROOFTOP
1410 Annen Ln,43.037475,-89.463364,ROOFTOP
1413 Annen Ln,43.037338,-89.462629,ROOFTOP
1414 Annen Ln,43.037296,-89.463313,ROOFTOP
1426 Annen Ln,43.036699,-89.463277,ROOFTOP
1430 Annen Ln,43.0364859,-89.463239,ROOFTOP
5701 Bartlett Ln,43.033572,-89.477562,ROOFTOP
5702 Bartlett Ln,43.034063,-89.477745,ROOFTOP
5705 Bartlett Ln,43.033507,-89.478016,ROOFTOP
5706 Bartlett Ln,43.034047,-89.478166,ROOFTOP
5709 Bartlett Ln,43.033468,-89.478446,ROOFTOP
5710 Bartlett Ln,43.0340429,-89.478594,ROOFTOP
5714 Bartlett Ln,43.034051,-89.478996,ROOFTOP
5721 Bartlett Ln,43.033474,-89.479588,ROOFTOP
5725 Bartlett Ln,43.033478,-89.479963,ROOFTOP
5801 Bartlett Ln,43.0334829,-89.480338,ROOFTOP
5802 Bartlett Ln,43.034062,-89.480497,ROOFTOP
5806 Bartlett Ln,43.034065,-89.4808709,ROOFTOP
5817 Bartlett Ln,43.033501,-89.481836,ROOFTOP
5821 Bartlett Ln,43.033505,-89.482217,ROOFTOP
5822 Bartlett Ln,43.0340739,-89.4823679,ROOFTOP
5826 Bartlett Ln,43.034077,-89.482746,ROOFTOP
5001 Barton Rd,43.035749,-89.464879,ROOFTOP
5005 Barton Rd,43.0356184,-89.4652234,ROOFTOP
5013 Barton Rd,43.035528,-89.465932,ROOFTOP
5017 Barton Rd,43.035528,-89.4663039,ROOFTOP
5021 Barton Rd,43.035527,-89.466672,ROOFTOP
5106 Barton Rd,43.036108,-89.467315,ROOFTOP
5110 Barton Rd,43.036103,-89.46768,ROOFTOP
5201 Barton Rd,43.035536,-89.4687749,ROOFTOP
5205 Barton Rd,43.035538,-89.469176,ROOFTOP
5301 Barton Rd,43.035545,-89.470357,ROOFTOP
5306 Barton Rd,43.036123,-89.470787,ROOFTOP
5315 Barton Rd,43.035552,-89.471542,ROOFTOP
5409 Barton Rd,43.035559,-89.472714,ROOFTOP
5413 Barton Rd,43.035562,-89.473101,ROOFTOP
5502 Barton Rd,43.036141,-89.473775,ROOFTOP
5509 Barton Rd,43.035566,-89.474633,ROOFTOP
5513 Barton Rd,43.035568,-89.475004,ROOFTOP
5517 Barton Rd,43.035569,-89.475379,ROOFTOP
5602 Barton Rd,43.036147,-89.476118,ROOFTOP
5609 Barton Rd,43.0355739,-89.476872,ROOFTOP
5610 Barton Rd,43.036149,-89.476861,ROOFTOP
5706 Barton Rd,43.036156,-89.478401,ROOFTOP
5718 Barton Rd,43.036167,-89.479525,ROOFTOP
5722 Barton Rd,43.03617,-89.479899,ROOFTOP
5801 Barton Rd,43.035463,-89.480281,ROOFTOP
5805 Barton Rd,43.035466,-89.480655,ROOFTOP
5810 Barton Rd,43.036177,-89.48102,ROOFTOP
5813 Barton Rd,43.035471,-89.481405,ROOFTOP
5814 Barton Rd,43.036183,-89.481399,ROOFTOP
5818 Barton Rd,43.036185,-89.481774,ROOFTOP
5826 Barton Rd,43.036193,-89.482625,ROOFTOP
29 Black Oak Cir,43.033157,-89.467428,ROOFTOP
41 Black Oak Cir,43.033542,-89.467053,ROOFTOP
4910 Black Oak Dr,43.032995,-89.462593,ROOFTOP
4914 Black Oak Dr,43.033003,-89.463224,ROOFTOP
4934 Black Oak Dr,43.033041,-89.463629,ROOFTOP
4938 Black Oak Dr,43.033126,-89.463938,ROOFTOP
4941 Black Oak Dr,43.032519,-89.464212,ROOFTOP
4945 Black Oak Dr,43.032521,-89.464513,ROOFTOP
4946 Black Oak Dr,43.033054,-89.464524,ROOFTOP
4949 Black Oak Dr,43.032523,-89.464814,ROOFTOP
5013 Black Oak Dr,43.033428,-89.46654,ROOFTOP
5113 Black Oak Dr,43.033656,-89.467863,ROOFTOP
1509 Cameron Dr,43.036772,-89.482499,ROOFTOP
1513 Cameron Dr,43.036521,-89.4825259,ROOFTOP
1518 Cameron Dr,43.036513,-89.483352,ROOFTOP
1601 Cameron Dr,43.03548,-89.482643,ROOFTOP
3 Courtland Cir,43.0419539,-89.468206,ROOFTOP
4 Courtland Cir,43.042222,-89.468804,ROOFTOP
6 Courtland Cir,43.041831,-89.469427,ROOFTOP
7 Courtland Cir,43.04159,-89.469655,ROOFTOP
5717 Crabapple Ln,43.0344679,-89.479364,ROOFTOP
5721 Crabapple Ln,43.034471,-89.47974,ROOFTOP
5725 Crabapple Ln,43.034473,-89.480117,ROOFTOP
5805 Crabapple Ln,43.034478,-89.480862,ROOFTOP
5814 Crabapple Ln,43.035061,-89.481532,ROOFTOP
5817 Crabapple Ln,43.0344849,-89.481992,ROOFTOP
5818 Crabapple Ln,43.035061,-89.48192,ROOFTOP
5821 Crabapple Ln,43.034489,-89.482364,ROOFTOP
5006 Dorsett Dr,43.038403,-89.463981,ROOFTOP
5018 Dorsett Dr,43.038308,-89.465194,ROOFTOP
5105 Dorsett Dr,43.037774,-89.465848,ROOFTOP
5110 Dorsett Dr,43.038314,-89.46639,ROOFTOP
5114 Dorsett Dr,43.038315,-89.466769,ROOFTOP
5201 Dorsett Dr,43.037597,-89.467754,ROOFTOP
5225 Dorsett Dr,43.037605,-89.469756,ROOFTOP
5301 Dorsett Dr,43.037609,-89.4705029,ROOFTOP
5310 Dorsett Dr,43.038266,-89.471273,ROOFTOP
5401 Dorsett Dr,43.037617,-89.472003,ROOFTOP
5402 Dorsett Dr,43.038269,-89.472014,ROOFTOP
5405 Dorsett Dr,43.037619,-89.472375,ROOFTOP
5406 Dorsett Dr,43.038272,-89.47238,ROOFTOP
5409 Dorsett Dr,43.037621,-89.4727489,ROOFTOP
5413 Dorsett Dr,43.037622,-89.4731259,ROOFTOP
5414 Dorsett Dr,43.0380625,-89.473017,ROOFTOP
5501 Dorsett Dr,43.037595,-89.473798,ROOFTOP
5514 Dorsett Dr,43.038288,-89.475212,ROOFTOP
5517 Dorsett Dr,43.037603,-89.475688,ROOFTOP
5605 Dorsett Dr,43.037608,-89.476468,ROOFTOP
5609 Dorsett Dr,43.037609,-89.476843,ROOFTOP
5610 Dorsett Dr,43.038297,-89.476836,ROOFTOP
5614 Dorsett Dr,43.0383,-89.47721,ROOFTOP
5705 Dorsett Dr,43.037615,-89.4783829,ROOFTOP
5710 Dorsett Dr,43.038306,-89.478751,ROOFTOP
5717 Dorsett Dr,43.037619,-89.479504,ROOFTOP
5806 Dorsett Dr,43.038311,-89.480247,ROOFTOP
5809 Dorsett Dr,43.037654,-89.480627,ROOFTOP
5810 Dorsett Dr,43.038311,-89.480623,ROOFTOP
5821 Dorsett Dr,43.037509,-89.481673,ROOFTOP
2 Flad Cir,43.034595,-89.466007,ROOFTOP
10 Flad Cir,43.0341,-89.465844,ROOFTOP
4910 Flad Ave,43.034894,-89.462081,ROOFTOP
4913 Flad Ave,43.03438,-89.46243,ROOFTOP
4914 Flad Ave,43.034897,-89.462334,ROOFTOP
4921 Flad Ave,43.034475,-89.463014,ROOFTOP
4926 Flad Ave,43.034909,-89.463093,ROOFTOP
4930 Flad Ave,43.034928,-89.463351,ROOFTOP
5009 Flad Ave,43.034595,-89.465031,ROOFTOP
5010 Flad Ave,43.035117,-89.464955,ROOFTOP
5106 Flad Ave,43.035117,-89.466132,ROOFTOP
5110 Flad Ave,43.035119,-89.466424,ROOFTOP
5113 Flad Ave,43.034516,-89.466667,ROOFTOP
5117 Flad Ave,43.034552,-89.466965,ROOFTOP
5121 Flad Ave,43.034553,-89.467257,ROOFTOP
5125 Flad Ave,43.034556,-89.467547,ROOFTOP
5129 Flad Ave,43.034557,-89.467839,ROOFTOP
5133 Flad Ave,43.034559,-89.468162,ROOFTOP
5206 Flad Ave,43.035128,-89.469173,ROOFTOP
5214 Flad Ave,43.035134,-89.469959,ROOFTOP
5314 Flad Ave,43.035145,-89.471539,ROOFTOP
3 Fraust Cir,43.03696,-89.466896,ROOFTOP
5 Fraust Cir,43.036592,-89.467198,ROOFTOP
13 Fraust Cir,43.036718,-89.465995,ROOFTOP
1105 Gilbert Rd,43.042476,-89.472762,ROOFTOP
1109 Gilbert Rd,43.042121,-89.472937,ROOFTOP
1209 Gilbert Rd,43.040248,-89.473091,ROOFTOP
4911 Hammersley Rd,43.038779,-89.461506,ROOFTOP
4920 Hammersley Rd,43.039357,-89.462209,ROOFTOP
4924 Hammersley Rd,43.03936,-89.462583,ROOFTOP
4937 Hammersley Rd,43.038676,-89.463323,ROOFTOP
4985 Hammersley Rd,43.038836,-89.463702,ROOFTOP
5009 Hammersley Rd,43.038753,-89.464449,ROOFTOP
5013 Hammersley Rd,43.038755,-89.464823,ROOFTOP
5101 Hammersley Rd,43.038759,-89.465589,ROOFTOP
5206 Hammersley Rd,43.039619,-89.467962,ROOFTOP
5209 Hammersley Rd,43.038775,-89.468265,ROOFTOP
5213 Hammersley Rd,43.038767,-89.468687,ROOFTOP
5221 Hammersley Rd,43.038772,-89.46957,ROOFTOP
5302 Hammersley Rd,43.039634,-89.47054,ROOFTOP
5309 Hammersley Rd,43.03878,-89.471242,ROOFTOP
5310 Hammersley Rd,43.0396379,-89.471181,ROOFTOP
5405 Hammersley Rd,43.038783,-89.472379,ROOFTOP
5409 Hammersley Rd,43.038786,-89.472757,ROOFTOP
5517 Hammersley Rd,43.038806,-89.475672,ROOFTOP
5601 Hammersley Rd,43.038808,-89.47609,ROOFTOP
5609 Hammersley Rd,43.038813,-89.476834,ROOFTOP
5709 Hammersley Rd,43.038825,-89.478748,ROOFTOP
5713 Hammersley Rd,43.038827,-89.47912,ROOFTOP
5813 Hammersley Rd,43.038837,-89.480997,ROOFTOP
5905 Hammersley Rd,43.038844,-89.4821149,ROOFTOP
5913 Hammersley Rd,43.038846,-89.482863,ROOFTOP
1709 Kenneth St,43.034127,-89.46238,ROOFTOP
1710 Kenneth St,43.0341189,-89.463072,ROOFTOP
1805 Kenneth St,43.033761,-89.46243,ROOFTOP
1809 Kenneth St,43.033582,-89.462457,ROOFTOP
1810 Kenneth St,43.033584,-89.463199,ROOFTOP
1813 Kenneth St,43.033405,-89.46248,ROOFTOP
4914 Knox Ln,43.03576,-89.462016,ROOFTOP
4925 Knox Ln,43.03526,-89.462866,ROOFTOP
4926 Knox Ln,43.035761,-89.462787,ROOFTOP
4929 Knox Ln,43.035263,-89.463108,ROOFTOP
4930 Knox Ln,43.035761,-89.46306,ROOFTOP
4933 Knox Ln,43.035267,-89.463357,ROOFTOP
4934 Knox Ln,43.035761,-89.463344,ROOFTOP
4942 Knox Ln,43.03589,-89.463657,ROOFTOP
4946 Knox Ln,43.035966,-89.463993,ROOFTOP
4950 Knox Ln,43.036129,-89.464359,ROOFTOP
5009 Knox Ln,43.0364,-89.465691,ROOFTOP
5102 Knox Ln,43.037277,-89.465692,ROOFTOP
5106 Knox Ln,43.037479,-89.466035,ROOFTOP
1413 Lewon Dr,43.036767,-89.467716,ROOFTOP
1706 Lewon Dr,43.034418,-89.468811,ROOFTOP
1802 Lewon Dr,43.033546,-89.4688709,ROOFTOP
1901 Lewon Dr,43.032929,-89.468068,ROOFTOP
1902 Lewon Dr,43.032869,-89.4688649,ROOFTOP
1905 Lewon Dr,43.0327089,-89.468065,ROOFTOP
1201 Loruth Ter,43.040723,-89.464809,ROOFTOP
1214 Loruth Ter,43.039916,-89.4657639,ROOFTOP
5102 Loruth Ter,43.041165,-89.464808,ROOFTOP
5110 Loruth Ter,43.041746,-89.46498,ROOFTOP
5118 Loruth Ter,43.042037,-89.465687,ROOFTOP
5121 Loruth Ter,43.041736,-89.466713,ROOFTOP
5125 Loruth Ter,43.041859,-89.467093,ROOFTOP
5126 Loruth Ter,43.042327,-89.46632,ROOFTOP
5137 Loruth Ter,43.041983,-89.467472,ROOFTOP
5145 Loruth Ter,43.042371,-89.468041,ROOFTOP
5153 Loruth Ter,43.042664,-89.468681,ROOFTOP
5154 Loruth Ter,43.043388,-89.468628,ROOFTOP
5305 Loruth Ter,43.04198,-89.4712629,ROOFTOP
1 Maria Pl,43.034644,-89.469306,ROOFTOP
4902 Marvin Ave,43.036595,-89.461294,ROOFTOP
4909 Marvin Ave,43.036094,-89.461777,ROOFTOP
4910 Marvin Ave,43.036597,-89.461784,ROOFTOP
4917 Marvin Ave,43.036098,-89.4622629,ROOFTOP
4925 Marvin Ave,43.036077,-89.462764,ROOFTOP
4901 Paul Ave,43.037667,-89.461308,ROOFTOP
4918 Paul Ave,43.038175,-89.46229,ROOFTOP
4930 Paul Ave,43.0382279,-89.463019,ROOFTOP
4914 Raymond Rd,43.032171,-89.46269,ROOFTOP
4922 Raymond Rd,43.032174,-89.463308,ROOFTOP
4934 Raymond Rd,43.032164,-89.464217,ROOFTOP
5010 Raymond Rd,43.032175,-89.465718,ROOFTOP
5114 Raymond Rd,43.032187,-89.467366,ROOFTOP
5118 Raymond Rd,43.03219,-89.467815,ROOFTOP
5122 Raymond Rd,43.0321939,-89.468146,ROOFTOP
5206 Raymond Rd,43.032159,-89.469021,ROOFTOP
